id,date,added,archived,category,geography,evidence,title,source,sourceUrl,keyFinding,takeaways,extra_json
86,2024-06-17,2026-04-30,,policy,us,,Taking Further Agency Action on AI,"Will Dobbs-Allsopp, Reed Shaw, Adam Conner et al. — Center for American Progress",https://www.americanprogress.org/article/taking-further-agency-action-on-ai/,"Federal agencies already possess statutory authority to regulate AI risks across consumer protection, civil rights, labor, and financial oversight, and over 80 actionable agency-specific recommendations are available for immediate implementation without new legislation.","Congressional inaction on AI legislation means federal agencies must become the primary regulators; existing laws including consumer protection, civil rights, and labor statutes apply to AI-enabled harms with no AI exemption required, enforcement will and technical capacity are the binding constraints.
The analysis spans the White House, Department of Labor, Department of Education, housing regulators, and nine financial agencies, mapping over 80 specific recommendations to each sector's existing jurisdiction, providing an implementation roadmap that does not depend on legislative action.
The core argument mirrors the antitrust framing from Open Markets Institute: regulatory authority already exists; what is missing is the institutional will, technical expertise, and political prioritization to deploy it consistently against AI-enabled harms.",
87,2024-02-01,2026-04-30,,policy,us,,Generative AI Should Be Developed and Deployed Responsibly at Every Level for Everyone,"Megan Shahi, Adam Conner, Nicole Alvarez et al. — Center for American Progress",https://www.americanprogress.org/article/generative-ai-should-be-developed-and-deployed-responsibly-at-every-level-for-everyone/,"AI developers implement meaningful safety protections for their own platforms while imposing minimal requirements on third-party API users, creating a structural accountability gap at the layer representing the majority of AI deployment growth.","The disparity between first-party and third-party safety requirements creates a system where responsibility is passed to deployers who lack the technical capacity, contractual obligation, or business incentive to enforce it, and end users bear the resulting risk.
Current usage policies lack specificity, transparency, and enforcement capacity; without defined investigation processes, timelines, and consequences for violations, policy terms function as liability shields rather than meaningful safety commitments.
CAP recommends NIST incorporate third-party risk management into its AI framework, the FTC conduct safety requirement studies for API deployments, and Congress establish liability frameworks ensuring developers and deployers share accountability for downstream harms.",
88,2024-06-17,2026-04-30,,policy,us,,Fact Sheet: Recommendations for Financial Regulatory Agencies To Take Further Action on AI,"Todd Phillips, Adam Conner — Center for American Progress",https://www.americanprogress.org/article/fact-sheet-recommendations-for-financial-regulatory-agencies-to-take-further-action-on-ai/,"Financial regulators have existing authority to mandate AI explainability, cybersecurity red-teaming, and vendor interoperability requirements, and should use it now rather than waiting for sector-specific AI legislation that may not arrive.","Regulators should require that AI systems used in lending, capital management, and customer-facing applications be explainable to both expert and lay audiences, with regular audits and source code reviews to detect discrimination and vulnerabilities before they cause systemic harm.
Financial institutions must conduct structured red team exercises to identify AI vulnerabilities, particularly as adversarial actors increasingly use AI-enabled attacks, a requirement that larger firms should face on an ongoing basis rather than at point-of-deployment only.
Requiring financial firms to ensure interoperability with at least five AI providers before contracting would prevent vendor lock-in, promote competitive alternatives, and reduce the systemic risk of critical financial infrastructure depending on a single AI supplier.",
89,2024-06-17,2026-04-30,,equity,us,,Fact Sheet: Recommendations for Housing Regulators To Take Further Action on AI,Anna Rodriguez — Center for American Progress,https://www.americanprogress.org/article/fact-sheet-recommendations-for-housing-regulators-to-take-further-action-on-ai/,"Housing regulators can use existing authority under the Fair Housing Act and Dodd-Frank to address algorithmic discrimination in advertising, automated valuations, and mortgage underwriting, with specific actions available to HUD and FHFA without new legislation.","HUD should update fair housing advertising guidance to explicitly hold companies providing AI-driven advertising services liable for steering housing ads away from protected communities, closing a gap where algorithmic targeting escapes accountability that applies to human decision-making.
The FHFA should expand its proposed automated valuation model rule to cover nonbank lenders, which originated over 50% of residential loans in 2022, and align minimum standards with NIST AI guidelines, the current rule covers a shrinking share of the market it purports to regulate.
Mandatory disclosure of AVM use and the right to request manual appraisals would protect against data manipulation and conflicts of interest in property valuations, directly addressing one of the documented mechanisms through which AI perpetuates racial wealth gaps in housing.",
90,2024-06-17,2026-04-30,,education,us,,Fact Sheet: Recommendations for the Department of Education To Take Further Action on AI,Anna Rodriguez — Center for American Progress,https://www.americanprogress.org/article/fact-sheet-recommendations-for-the-department-of-education-to-take-further-action-on-ai/,"The Department of Education can use existing civil rights statutes and the Higher Education Act to address AI-enabled discrimination in schools, including disproportionate discipline, surveillance of students with disabilities, and inaccurate AI loan servicing chatbots.","The Department should issue guidance clarifying that Title VI and Title IX apply to discrimination enabled by AI systems, including algorithmic discipline tools that disproportionately affect students of color and AI-based surveillance systems that flag protected characteristics.
AI-based cheating detection tools may discriminate against students with disabilities by flagging accommodation-related behaviors as suspicious; the Department should require schools to assess disability impacts before deploying any AI surveillance or academic integrity system.
Contracted loan servicers deploying AI chatbots must guarantee borrowers receive accurate information about their individual loans and maintain guaranteed pathways to human agents within reasonable timeframes, a basic standard that current AI deployments in federal loan servicing frequently fail to meet.",
91,2016-05-23,2026-04-30,,criminal-justice,us,,Machine Bias,"Julia Angwin, Jeff Larson, Surya Mattu, Lauren Kirchner — ProPublica",https://www.propublica.org/article/machine-bias-risk-assessments-in-criminal-sentencing,"Risk assessment software used across the U.S. to predict future criminals flags Black defendants as future criminals at nearly twice the rate of white defendants, even after controlling for criminal history, age, and gender.","Black defendants were 77% more likely to be labeled higher risk for future violent crime and 45% more likely to be labeled higher risk generally, with error patterns running in opposite directions by race.
The algorithm’s inverse error pattern is systematic: Black defendants are disproportionately mislabeled high-risk, while white defendants who go on to reoffend are more often labeled low-risk.
Northpointe’s COMPAS tool was deployed across multiple states for sentencing and pretrial decisions before rigorous independent validation, with predictive calculations kept proprietary and unavailable to defendants.",
92,2016-10-18,2026-04-30,,criminal-justice,us,,The Perpetual Line-Up: Unregulated Police Face Recognition in America,"Clare Garvie, Alvaro Bedoya, Jonathan Frankle — Georgetown Law Center on Privacy & Technology",https://www.law.georgetown.edu/privacy-technology-center/publications/the-perpetual-line-up/,"One in two American adults is enrolled in a law enforcement facial recognition network — primarily through driver’s license databases — with virtually no statutory oversight, accuracy standards, or civil liberties protections.","Over 117 million Americans were in a law enforcement face recognition network at time of publication, enrolled without consent or knowledge, most via driver’s license photo databases shared with police.
The majority of states and departments using facial recognition had no legal requirements to test for racial bias or validate accuracy, and research shows the technology is least accurate for Black individuals, women, and people aged 18–30.
The report directly prompted regulatory action — Maryland proposed legislation to regulate police use and Vermont ended its driver’s license facial recognition program — demonstrating the policy leverage of empirical surveillance documentation.",
93,2019-04-01,2026-04-30,,criminal-justice,us,,"Dirty Data, Bad Predictions: How Civil Rights Violations Impact Police Data, Predictive Policing Systems, and Justice","Rashida Richardson, Jason M. Schultz, Kate Crawford — NYU Law Review",https://www.nyulawreview.org/wp-content/uploads/2019/04/NYULawReview-94-Richardson-Schultz-Crawford.pdf,Thirteen U.S. cities with documented police misconduct — including departments under federal consent decrees — were actively using predictive policing systems trained on the same corrupt data that misconduct produced.,"Predictive policing launders discriminatory enforcement: systems like PredPol and HunchLab train on historical arrest data that reflects the biases of the officers who generated it, then output algorithmic predictions that appear objective and are harder to contest legally.
The “dirty data cities” identified include jurisdictions where police data was formally found tainted through civil rights investigations, consent decrees, and federal oversight, yet procurement processes contained no requirement to audit training data for such contamination.
No existing legal framework requires law enforcement agencies to assess whether training data is compromised by past misconduct before deploying predictive systems, a structural accountability gap with no current remedy.",
94,2019-10-25,2026-04-30,,equity,us,,Dissecting Racial Bias in an Algorithm Used to Manage the Health of Populations,"Ziad Obermeyer, Brian Powers, Christine Vogeli, Sendhil Mullainathan — Science",https://www.science.org/doi/10.1126/science.aax2342,"A widely used commercial health algorithm exhibits significant racial bias because it uses healthcare cost as a proxy for illness, and structural inequities mean less is spent on Black patients with equivalent need, causing the algorithm to systematically underestimate their severity.","At any given risk score, Black patients are considerably sicker than white patients, meaning the algorithm consistently underestimates Black patients’ illness severity and need for additional care management.
Correcting the bias would more than double the proportion of Black patients identified for high-risk care programs, raising the share from 17.7% to 46.5%, affecting millions of people currently under-served by the tool.
The flaw lies not in implementation but in the choice of cost as a proxy for health need, a design decision that appears technically reasonable but encodes structural inequity, demonstrating how bias enters through proxy selection rather than explicit discrimination.",
95,2020-08-27,2026-04-30,,equity,us,,Hidden in Plain Sight — Reconsidering the Use of Race Correction in Clinical Algorithms,"Darshali A. Vyas, Leo G. Eisenstein, David S. Jones — New England Journal of Medicine",https://www.nejm.org/doi/abs/10.1056/NEJMms2004740,"Race-adjustment factors embedded in widely used clinical algorithms across cardiology, nephrology, obstetrics, and urology encode a false biological premise about race and systematically direct Black patients away from care they clinically need.","Race correction in the eGFR kidney function formula assigns higher scores to Black patients regardless of individual clinical circumstances, resulting in Black patients being less likely to receive timely transplant referrals, a concrete, documented harm from a widely deployed clinical tool.
These adjustments are embedded in clinical software, electronic health records, and medical training across multiple specialties, making individual provider awareness an inadequate remedy for a structural problem in clinical decision infrastructure.
The authors call for eliminating race as a variable in clinical algorithms and replacing it with socioeconomic and structural determinants of health that reflect actual causal mechanisms rather than a biological proxy with no empirical basis.",
96,2024-10-17,2026-04-30,,policy,us,,Refusal of Care: Medicare Advantage Insurers’ Use of Prior Authorization to Delay and Deny Post-Acute Care for Seniors,U.S. Senate Permanent Subcommittee on Investigations,https://www.blumenthal.senate.gov/newsroom/press/release/senate-permanent-subcommittee-on-investigations-releases-majority-staff-report-exposing-medicare-advantage-insurers-refusal-of-care-for-vulnerable-seniors,"The three largest Medicare Advantage insurers systematically used AI-driven prior authorization to restrict post-acute care access for seniors, with escalating denial rates that coincided directly with AI deployment and increased profitability.","UnitedHealthcare’s prior authorization rejection rate for post-acute care nearly doubled from 10.9% in 2020 to 22.7% in 2022, directly following expanded AI automation in the review process, with no corresponding change in patient health or clinical standards.
CVS increased prior authorization requirements by 57.5% — far exceeding its 40% enrollment growth — after deploying AI-driven prior authorization software, and internal presentations show the company deliberately deprioritized reducing denial volume due to significant profit impact.
The investigation found no evidence that escalating denial rates reflected appropriate clinical judgment, documenting AI deployment as a profit-maximization mechanism in consequential medical decisions affecting vulnerable seniors.",
97,2023-01-18,2026-04-30,,labor,intl,,OpenAI Used Kenyan Workers on Less Than $2 Per Hour to Make ChatGPT Less Toxic,Billy Perrigo — TIME,https://time.com/6247678/openai-chatgpt-kenya-workers/,"OpenAI outsourced toxic content labeling to Kenyan workers paid under $2 per hour, who were required to read and categorize graphic depictions of violence, sexual abuse, and trauma with inadequate psychological support.","Workers at Nairobi-based Sama, contracted by OpenAI, were paid between $1.32 and $2 per hour to review and label disturbing content to train ChatGPT’s safety classifier, a supply chain dimension absent from most AI safety discourse.
Many workers reported symptoms of secondary trauma; Sama’s contract with OpenAI was terminated several months early amid a labor dispute in which workers sought union recognition.
The commercial viability of “safe” generative AI depends on an invisible global workforce of low-wage data laborers disproportionately located in the Global South, a structural labor condition that safety certifications and model cards do not disclose.",
98,2020-07-08,2026-04-30,,equity,intl,,Decolonial AI: Decolonial Theory as Sociotechnical Foresight in Artificial Intelligence,"Shakir Mohamed, Marie-Therese Png, William Isaac — Philosophy & Technology",https://link.springer.com/article/10.1007/s13347-020-00405-8,"Decolonial theory provides a framework for identifying how AI systems replicate colonial structures, extracting data and labor from the Global South, concentrating power in wealthy institutions, and reinforcing Western research norms as universal.","AI development reproduces colonial dynamics through “algorithmic coloniality”: surveillance systems and behavioral classification tools are developed for and tested on vulnerable populations in the Global South before deployment elsewhere, extracting data value without redistributing benefit.
The authors call for “reverse tutelage”, reorienting AI knowledge flows so that communities historically marginalized by technology hold genuine authority over research agendas and deployment decisions, rather than serving as data sources or test populations.
Strengthening political communities across the Global South is necessary to make AI governance genuinely multilateral, a direct challenge to the concentration of AI ethics and governance in a handful of Western institutions and companies.",
99,2018-12-10,2026-04-30,,hiring,us,,"Help Wanted: An Examination of Hiring Algorithms, Equity, and Bias","Aaron Rieke, Miranda Bogen — Upturn",https://www.upturn.org/work/help-wanted/,"Predictive hiring algorithms automate rejection at scale with minimal transparency, vendors disclose almost nothing about how systems are built or validated, making discrimination effectively undetectable and unchallengeable.","Most algorithmic hiring tools automate rejection rather than selection, screening candidates out before human review, concentrating disparate impact at the point of least visibility and accountability in the hiring funnel.
Removing protected characteristics like race and gender from algorithm inputs does not prevent discriminatory outcomes: historical hiring patterns, zip codes, and credentials carry demographic proxies that reproduce the same disparities through different variables.
Existing civil rights law was designed for human decision-makers and does not clearly assign liability to vendors versus employers when algorithmic tools produce discriminatory outcomes, a structural enforcement gap that benefits neither jobseekers nor regulators.",
100,2020-01-27,2026-04-30,,hiring,us,,Mitigating Bias in Algorithmic Hiring: Evaluating Claims and Practices,"Manish Raghavan, Solon Barocas, Jon Kleinberg, Karen Levy — ACM FAccT",https://dl.acm.org/doi/10.1145/3351095.3372828,"Bias mitigation techniques used by algorithmic hiring vendors are neither transparent nor legally adequate, and the de-biasing methods vendors employ create direct tensions with antidiscrimination law.","Hiring algorithm vendors provide almost no documentation of how their systems are built or validated for bias, making independent audit impossible and employer due diligence effectively meaningless.
Technical choices about what data to collect and what outcomes to predict introduce distinct bias risks hidden behind product-level mitigation claims, each representing a separate, undisclosed design decision with disparate impact potential.
De-biasing techniques — such as removing protected attributes or adjusting score distributions — can conflict with Uniform Guidelines on Employee Selection Procedures, creating situations where a legally compliant system remains technically biased and vice versa.",
101,2021-10-28,2026-04-30,,policy,us,,EEOC Launches Initiative on Artificial Intelligence and Algorithmic Fairness,U.S. Equal Employment Opportunity Commission,https://www.eeoc.gov/newsroom/eeoc-launches-initiative-artificial-intelligence-and-algorithmic-fairness,"The EEOC formally asserted that existing federal antidiscrimination law — Title VII, ADA, ADEA — applies to AI-driven employment decisions, establishing that technology creates no legal carve-out from civil rights obligations.","The initiative represents the first formal EEOC assertion that employers cannot outsource civil rights liability to AI vendors, if an algorithmic hiring or management tool produces discriminatory outcomes, the employer remains legally responsible.
The EEOC identified tools across the hiring funnel — resume screeners, video interview analyzers, predictive assessments — as potential sources of disparate impact, with particular attention to disability discrimination via AI screening under the ADA.
The initiative produced concrete technical guidance and stakeholder listening sessions, establishing a regulatory baseline that companies deploying AI in employment contexts can be held to without waiting for new legislation.",
102,2020-06-30,2026-04-30,,surveillance,us,,"Inside the Invasive, Secretive ‘Bossware’ Tracking Workers","Bennett Cyphers, Karen Gullo — Electronic Frontier Foundation",https://www.eff.org/deeplinks/2020/06/inside-invasive-secretive-bossware-tracking-workers,"Remote work surveillance software routinely captures keystroke logs, screenshots, webcam feeds, GPS location, private messages, and passwords, with nine of ten vendors offering covert installation that workers cannot detect.","Nine of ten bossware vendors examined offered invisible or covert installation modes, enabling employers to monitor workers on employer-provided devices without disclosure, a capability with no analog in physical workplace monitoring.
Data collected routinely exceeds any plausible business justification: many tools capture personal communications, passwords, and off-hours activity, extending employer surveillance into domestic space without consent.
U.S. law offers workers almost no protection: employers can monitor employer-owned devices with minimal restriction, and proposed legislation requiring notice and proportionality exists only at the state level in a small number of jurisdictions.",
103,2022-06-21,2026-04-30,,macro,intl,,The Values Encoded in Machine Learning Research,"Abeba Birhane, Pratyusha Kalluri, Dallas Card, William Agnew, Ravit Dotan, Michelle Bao — ACM FAccT",https://dl.acm.org/doi/fullHtml/10.1145/3531146.3533083,"Analysis of 100 highly-cited ML papers finds that performance, efficiency, and novelty dominate as research values, fewer than 15% connect their work to a societal need, and only 1% discuss negative potential.","The six dominant values in mainstream ML research — performance, generalization, efficiency, building on past work, quantitative evidence, and novelty — are structurally misaligned with societal benefit and generally support the centralization of power.
Increasingly close ties between highly-cited papers and tech companies and elite universities mean mainstream ML research reflects the values of privileged institutional actors, not communities most affected by deployment.
The field’s value system is self-reinforcing: the metrics by which research is evaluated reward the same qualities that serve commercial and institutional interests, creating a feedback loop that resists reform from within the research community.",
104,2025-04-23,2026-04-30,,wellbeing,intl,,Revolutionizing Health and Safety: The Role of AI and Digitalization at Work,International Labour Organization,https://www.ilo.org/publications/revolutionizing-health-and-safety-role-ai-and-digitalization-work,"AI and digitalization offer significant potential to reduce workplace hazards and prevent injuries, but introduce new psychosocial and regulatory risks that existing occupational safety frameworks were not designed to address.","Automation, robotics, smart monitoring, and algorithmic work management are reshaping occupational safety practices across industries, with benefits in hazard reduction but new exposures in stress, surveillance, and work intensification.
Significant regulatory gaps exist across countries in how digitalized workplaces are governed for occupational safety, with most national frameworks still oriented toward physical hazards rather than the psychosocial risks AI deployment introduces.
The report provides governments, employers, and workers with case studies and preventive strategies for safely integrating digital tools, positioning occupational safety as an active AI governance frontier, not a downstream compliance issue.",
105,2024-07-26,2026-04-30,,macro,intl,,Mind the AI Divide: Shaping a Global Perspective on the Future of Work,International Labour Organization,https://www.ilo.org/publications/major-publications/mind-ai-divide-shaping-global-perspective-future-work,"Disparities in digital infrastructure, technology access, education, and training are deepening existing global inequalities as AI reshapes economies, with less-developed nations at greatest risk of being permanently left behind.","The AI divide is not primarily about access to AI tools but about the prerequisites for adoption: digital infrastructure, skills, regulatory capacity, and institutional readiness, gaps that compound at every level of development.
Organizations can achieve productivity gains and improved working conditions through AI when supported by proper infrastructure and collaborative labor practices, but these enabling conditions are deeply unevenly distributed globally.
Addressing the divide requires international collaboration in AI capacity building, individual country strategies are insufficient given the scale of cross-border dependency in AI supply chains and the concentration of AI development in a handful of wealthy economies.",
106,2026-04-30,2026-04-30,,wellbeing,intl,,AI Systems @ Work: A Changing Psychosocial Work Environment,International Labour Organization,https://www.ilo.org/resource/news/ai-driven-intrusive-surveillance-and-loss-autonomy-work-linked-psychosocial,"AI-driven surveillance, work intensification, and erosion of job autonomy are generating measurable psychosocial risks at work that existing occupational safety and health frameworks are structurally unequipped to address.","AI implementation creates a cluster of interconnected psychosocial hazards — surveillance anxiety, reduced autonomy, work intensification, and privacy erosion — that existing OSH frameworks, still oriented toward physical risks, do not adequately govern.
ILO Working Paper 170 documents that mental health risks from AI management are structural, not incidental: they arise from how algorithmic systems are designed and deployed, making individual coping strategies an insufficient response.
An integrated policy approach combining labor regulation, occupational safety law, equality protections, and data protection frameworks is required, no single regulatory stream is sufficient to address the psychosocial risks AI management systems generate.",
107,2026-04-21,2026-04-30,,policy,intl,,ILO Adopts First-Ever Conclusions on AI in Manufacturing Work,International Labour Organization,https://www.ilo.org/resource/news/ilo-adopts-first-ever-conclusions-ai-manufacturing-work,"Representatives from 54 countries adopted the ILO’s first tripartite conclusions on AI in manufacturing, establishing globally negotiated guidance on skills, safety, and worker rights for a sector employing nearly 500 million people.","The conclusions are the first ILO tripartite agreement specifically on AI, developed by government officials, employers, and trade unions from 54 countries, giving them legitimacy and global reach that unilateral national frameworks cannot achieve.
Core recommendations cover skills development, occupational safety standards, fundamental labor rights protection, and strengthened social dialogue, rejecting a purely productivity-focused framing of AI deployment in manufacturing.
Submission to the ILO Governing Body in November 2026 for approval establishes a policy timeline that labor advocates can use to hold governments accountable to the tripartite commitments made during adoption.","{""highlight"": {""stat"": ""54"", ""text"": ""countries negotiated the first global tripartite agreement on artificial intelligence in manufacturing, covering nearly 500 million workers."", ""themeId"": ""worker-power""}}"
108,2026-04-14,2026-04-30,,equity,intl,,AI Training Opens Doors for Women Entrepreneurs in the Philippines,International Labour Organization,https://www.ilo.org/resource/news/ai-training-opens-doors-women-entrepreneurs-philippines,"Women entrepreneurs in a remote Philippine community successfully adopted AI tools for business growth through an ILO program designed for digital novices, demonstrating that inclusive AI adoption requires training design and infrastructure investment, not just access.","The Digital-PINAS programme equipped women from the United Mothers Livelihood Association with practical AI tools for informal micro-businesses, showing that technical expertise is not a prerequisite for AI adoption when training is appropriately designed.
The program addressed both the skills gap and the infrastructure gap simultaneously, equipping local training centers with connectivity tools alongside the AI training itself, recognizing that access without connectivity is not meaningful access.
The Philippine case offers a replicable model for Global South AI inclusion: community-centered, practical, and designed for micro and small enterprises rather than scaling down tools built for larger organizations.",
109,2026-03-06,2026-04-30,,macro,intl,,Adoption of Artificial Intelligence and Productivity Growth in Kuwait’s Private Sector,International Labour Organization,https://www.ilo.org/resource/news/ai-adoption-shapes-productivity-kuwait,"AI adoption is expanding across Kuwait’s private sector, but large enterprises are adopting at dramatically higher rates than small firms, and only 26% of reported productivity effects met criteria for verified impact.","Large enterprises show far stronger AI readiness than small firms: 45% of large companies have formal AI policies and 65% offer AI training, compared to 14% and 29% respectively among smaller firms, a size-stratified gap that mirrors patterns in Western economies.
Despite widespread reports of faster task execution, only 26% of claimed productivity effects met the study’s criteria for verified impact, suggesting that AI adoption and AI-driven productivity are not the same thing and that measurement gaps are significant.
Converting AI investment into measurable productivity gains requires organizational prerequisites — data systems, skills development, governance structures — that many firms, particularly smaller ones, have not yet built.",
110,2024-02-19,2026-04-30,,workers,intl,,Algorithmic Management Practices in Regular Workplaces: Case Studies in Logistics and Healthcare,"Uma Rani, Annarosa Pesole, Ignacio Gonzalez Vazquez — International Labour Organization",https://www.ilo.org/publications/algorithmic-management-practices-regular-workplaces-case-studies-logistics,"Cross-country case studies in logistics and healthcare across Italy, France, India, and South Africa document that algorithmic management delivers efficiency gains for employers while consistently degrading job quality and intensifying worker surveillance.","Algorithmic management follows consistent patterns across all four countries regardless of regulatory context: streamlined workflows for employers, intensified monitoring, reduced worker autonomy, and greater exposure to algorithmic evaluation workers cannot contest.
Job quality deterioration is a consistent finding across developed and developing economies alike, manifesting in increased performance pressure, reduced discretion over work pace and methods, and algorithmic accountability with no recourse mechanism.
The cross-regional evidence challenges the assumption that strong labor law in advanced economies protects workers from algorithmic management harms: documented negative effects appear in France and Italy despite robust labor regulation frameworks.",
111,2021-02-12,2026-04-30,,datarights,us,,Privacy Without Monopoly: Data Protection and Interoperability,"Bennett Cyphers, Cory Doctorow — Electronic Frontier Foundation",https://www.eff.org/wp/interoperability-and-privacy,"Interoperability policies can simultaneously foster competition and protect user privacy, but only if mandated data portability and delegability requirements include strict consent and data minimization safeguards to prevent misuse across company boundaries.","Reforming the DMCA, CFAA, and Terms of Service enforcement would allow developers to build privacy-enhancing tools and alternative services without legal reprisal, giving users meaningful choice rather than choosing between surveillance and exclusion from essential platforms.
Mandated interoperability creates new privacy risks if not paired with robust legal constraints: data shared across company boundaries under portability or back-end interoperability requirements can be exploited unless consent and minimization requirements travel with the data.
Relying on tech monopolies as de facto privacy protectors is structurally flawed, democratically-enacted privacy law with private rights of action provides more durable protection than corporate discretion, and interoperability mandates work best when layered on top of strong baseline privacy requirements.",
112,2023-11-14,2026-04-30,,policy,us,,Privacy First: A Better Way to Address Online Harms,"Corynne McSherry, Mario Trujillo, Cindy Cohn, Thorin Klosowski — Electronic Frontier Foundation",https://www.eff.org/wp/privacy-first-better-way-address-online-harms,"Comprehensive data privacy legislation addressing corporate surveillance can simultaneously resolve children’s safety, journalism decline, healthcare access, and competition harms, making fragmented issue-specific proposals redundant.","Rather than passing disconnected laws targeting individual harms, policymakers should implement robust privacy protections that address multiple internet harms at once, the paper maps how a single strong privacy framework would resolve concerns currently addressed through a patchwork of sector-specific legislation.
Effective legislation requires behavioral advertising bans, data minimization mandates, strong opt-in consent, private rights of action, and prohibitions on deceptive design patterns, the paper treats these as a non-negotiable floor, not optional additions.
Privacy protections function as civil rights legislation: reducing discriminatory targeting, limiting law enforcement access to personal data, preventing foreign surveillance, and leveling competitive playing fields for technology startups against entrenched incumbents.",
113,2026-03-30,2026-05-04,,policy,intl,,"Beyond 'US Innovates, Europe Regulates': Lessons and Recommendations from a Transatlantic AI Exchange","Julia Tréhu, Adrienne Goldstein — German Marshall Fund of the United States",https://www.gmfus.org/news/beyond-us-innovates-europe-regulates,"Despite diverging transatlantic AI governance approaches, shared concerns around children's safety and unacceptable AI uses offer concrete grounds for US-EU cooperation that transcends the reductive 'US innovates, Europe regulates' framing.","Children's safety and 'AI redlines' — unacceptable uses such as social scoring — are the clearest convergence points for US-EU cooperation, suggesting a targeted bilateral dialogue would yield more than broad harmonization efforts.
Structural barriers to AI competitiveness span the entire value chain — financing, energy costs, talent retention, compute access — and extend well beyond regulatory frameworks, requiring industrial policy and procurement strategies alongside governance reform.
Legislatures lack institutional capacity to address AI's cross-sectoral impacts, requiring dedicated technical civil service, rotating academic and industry experts, and sustained peer education across policy domains.",
114,2026-04-15,2026-05-04,,corporate,intl,,"Copy, Paste, Govern: Microsoft Ghostwrote EU Policy That Keeps Data Centres' Energy Use Secret",Corporate Europe Observatory and AlgorithmWatch,https://corporateeurope.org/en/2026/04/copy-paste-govern,"Microsoft's lobbying language was directly incorporated into EU regulatory text, classifying nearly all data centre energy and water consumption data as confidential trade secrets and contradicting the Energy Efficiency Directive's original transparency mandate.","The EU Commission 'essentially plagiarised' Microsoft and DigitalEurope amendments into a Delegated Act, establishing a documented precedent of Big Tech lobby text being incorporated verbatim into binding regulatory instruments.
The resulting rules classify individual data centre energy and water use as proprietary trade secrets, making it structurally impossible for regulators, journalists, or the public to hold facilities accountable for their environmental footprint.
Data centre expansion faces $156 billion in blocked or stalled projects in the US alone during 2025, making opacity in EU energy disclosure rules particularly valuable for corporations seeking to limit accountability as resistance grows globally.",
115,2025-05-29,2026-05-04,,policy,us,,The Innovation Framework: A Civil Rights Approach to AI,The Leadership Conference on Civil and Human Rights,https://civilrights.org/wp-content/uploads/2025/05/The-Innovation-Framework.pdf,"A structured framework of four foundational values and ten lifecycle pillars provides AI developers and deployers with actionable civil rights standards to ensure fair, trustworthy, and safe AI systems, with particular attention to communities historically pushed to the margins.","The framework's dual structure separates long-term strategic values from operational lifecycle pillars aligned to the AI development and deployment pipeline, enabling implementation at both governance and product levels.
Developed with input from industry developers and deployers alongside civil society and academic experts, the framework is positioned as a proactive standard rather than a reactive compliance checklist.
The framework explicitly requires developers to assess how AI systems will impact marginalized communities throughout development, not as a post-launch audit, but as an embedded design requirement.",
116,2023-04-25,2026-05-04,,community,us,,The Promises and Perils of Residential Proptech: Year 1 Summary Report,TechEquity Collaborative,https://techequity.us/wp-content/uploads/2023/04/TBHI-Y1-Research-Summary-Report.pdf,"Venture-backed property technology companies' growth-at-all-costs model is accelerating racial and economic inequality in housing through opaque screening algorithms, corporate consolidation of the rental market, and predatory alternative homeownership products.","Tenant screening algorithms are 'opaque, predictive, and frequently based on inaccurate data,' creating hidden barriers to rental housing that applicants cannot contest or understand.
Digital tools enable institutional investors to amass and manage massive single-family home portfolios, prioritizing investor returns over tenant welfare and long-term housing affordability.
Alternative homeownership paths marketed through PropTech — including rent-to-own and land contracts — echo discriminatory and predatory practices of the past, perpetuating historical inequities through modern technological infrastructure.",
117,2023-04-01,2026-05-04,,equity,us,,The Scarlet Letter 'E': How Tenancy Screening Policies Exacerbate Housing Inequity for Evicted Black Women,Yvette N.A. Pappoe — Boston University Law Review,https://www.bu.edu/bulawreview/files/2023/04/PAPPOE.pdf,"Blanket tenant screening policies that disqualify applicants based on eviction records disparately impact Black women in violation of the Fair Housing Act, requiring both landlords and screening companies to be held liable under disparate impact doctrine.","Eviction filings create a permanent 'Scarlet Letter E' that follows tenants indefinitely through screening systems, foreclosing future housing access regardless of subsequent financial recovery or case outcomes.
Black women face compounded disadvantage: eviction records reflect gendered economic precarity while screening criteria encode racial disparities from the criminal justice system and credit markets.
The paper proposes an interpretive framework extending Fair Housing Act liability to tenant screening companies as well as landlords, closing a structural accountability gap where third-party vendors escape direct legal exposure for discriminatory outputs.",
118,2022-02-01,2026-05-04,tenant-screening cluster; point covered by kept #117/#116/#121 (thinned per lean pass),community,us,,Locked Out: How Algorithmic Tenant Screening Exacerbates the Eviction Crisis in the United States,Matthew Harold Leiwant — Georgetown Law Technology Review,https://georgetownlawtechreview.org/wp-content/uploads/2022/02/Leiwant_Locked-Out_Formatted.pdf,"Algorithmic tenant screening systems compound housing instability by treating pandemic-era eviction filings as permanent disqualifying marks, locking financially recovered renters out of the housing market through automated discrimination.","Over nine million American households faced rent delinquency during the pandemic, producing a wave of eviction filings that now function as permanent housing barriers regardless of whether tenants won their cases.
Eviction court records are scraped by screening companies as soon as they are filed — before any adjudication — meaning even dismissed cases generate lasting housing disqualifications.
Record-sealing legislation targeting pandemic-era filings is the most direct policy remedy, but most states lack provisions to seal records at the point of filing, where screening company data collection occurs.",
